,date,home_team,away_team,home_score,away_score,tournament,delta_goal,win,lose
1532,2021-06-15,United Arab Emirates,Vietnam,3,2,FIFA World Cup qualification,1,1,0
1533,2021-06-15,Canada,Haiti,3,0,FIFA World Cup qualification,3,1,0
1535,2021-06-15,El Salvador,Saint Kitts and Nevis,2,0,FIFA World Cup qualification,2,1,0
1536,2021-06-15,Tunisia,Mali,1,0,Friendly,1,1,0
1537,2021-06-15,Djibouti,Somalia,1,0,Friendly,1,1,0
1538,2021-06-15,Hungary,Portugal,0,3,UEFA Euro,-3,0,1
1539,2021-06-15,Germany,France,0,1,UEFA Euro,-1,0,1
1540,2021-06-15,Kuwait,Taiwan,2,1,FIFA World Cup qualification,1,1,0
1541,2021-06-16,Turkey,Wales,0,2,UEFA Euro,-2,0,1
1542,2021-06-16,Italy,Switzerland,3,0,UEFA Euro,3,1,0
1543,2021-06-16,Russia,Finland,1,0,UEFA Euro,1,1,0
1544,2021-06-17,Denmark,Belgium,1,2,UEFA Euro,-1,0,1
1545,2021-06-17,Ukraine,North Macedonia,2,1,UEFA Euro,1,1,0
1546,2021-06-17,Netherlands,Austria,2,0,UEFA Euro,2,1,0
1548,2021-06-17,Brazil,Peru,4,0,Copa América,4,1,0
1549,2021-06-17,Algeria,Liberia,5,1,Friendly,4,1,0
1550,2021-06-18,Croatia,Czech Republic,1,1,UEFA Euro,0,0,1
1552,2021-06-18,Sweden,Slovakia,1,0,UEFA Euro,1,1,0
1553,2021-06-18,Chile,Bolivia,1,0,Copa América,1,1,0
1554,2021-06-18,Argentina,Uruguay,1,0,Copa América,1,1,0
1555,2021-06-19,Spain,Poland,1,1,UEFA Euro,0,0,1
1556,2021-06-19,Hungary,France,1,1,UEFA Euro,0,0,1
1557,2021-06-19,Germany,Portugal,4,2,UEFA Euro,2,1,0
1558,2021-06-20,Italy,Wales,1,0,UEFA Euro,1,1,0
1559,2021-06-20,Switzerland,Turkey,3,1,UEFA Euro,2,1,0
1560,2021-06-20,Venezuela,Ecuador,2,2,Copa América,0,0,1
1561,2021-06-20,Colombia,Peru,1,2,Copa América,-1,0,1
1562,2021-06-21,Denmark,Russia,4,1,UEFA Euro,3,1,0
1563,2021-06-21,Finland,Belgium,0,2,UEFA Euro,-2,0,1
1564,2021-06-21,Netherlands,North Macedonia,3,0,UEFA Euro,3,1,0
1565,2021-06-21,Ukraine,Austria,0,1,UEFA Euro,-1,0,1
1566,2021-06-21,Uruguay,Chile,1,1,Copa América,0,0,1
1567,2021-06-21,Argentina,Paraguay,1,0,Copa América,1,1,0
1568,2021-06-22,Scotland,Croatia,1,3,UEFA Euro,-2,0,1
1569,2021-06-22,England,Czech Republic,1,0,UEFA Euro,1,1,0
1570,2021-06-23,Spain,Slovakia,5,0,UEFA Euro,5,1,0
1571,2021-06-23,Sweden,Poland,3,2,UEFA Euro,1,1,0
1572,2021-06-23,Germany,Hungary,2,2,UEFA Euro,0,0,1
1573,2021-06-23,Portugal,France,2,2,UEFA Euro,0,0,1
1574,2021-06-23,Ecuador,Peru,2,2,Copa América,0,0,1
1575,2021-06-23,Brazil,Colombia,2,1,Copa América,1,1,0
1576,2021-06-24,Bolivia,Uruguay,0,2,Copa América,-2,0,1
1577,2021-06-24,Chile,Paraguay,0,2,Copa América,-2,0,1
1578,2021-06-26,Italy,Austria,2,1,UEFA Euro,1,1,0
1579,2021-06-26,Wales,Denmark,0,4,UEFA Euro,-4,0,1
1580,2021-06-27,Netherlands,Czech Republic,0,2,UEFA Euro,-2,0,1
1581,2021-06-27,Belgium,Portugal,1,0,UEFA Euro,1,1,0
1582,2021-06-27,Brazil,Ecuador,1,1,Copa América,0,0,1
1583,2021-06-27,Venezuela,Peru,0,1,Copa América,-1,0,1
1585,2021-06-28,Croatia,Spain,3,5,UEFA Euro,-2,0,1
1586,2021-06-28,France,Switzerland,3,3,UEFA Euro,0,0,1
1587,2021-06-28,Argentina,Bolivia,4,1,Copa América,3,1,0
1588,2021-06-28,Uruguay,Paraguay,1,0,Copa América,1,1,0
1589,2021-06-29,England,Germany,2,0,UEFA Euro,2,1,0
1590,2021-06-29,Sweden,Ukraine,1,2,UEFA Euro,-1,0,1
1591,2021-06-30,Mexico,Panama,3,0,Friendly,3,1,0
1592,2021-07-02,Switzerland,Spain,1,1,UEFA Euro,0,0,1
1593,2021-07-02,Belgium,Italy,1,2,UEFA Euro,-1,0,1
1594,2021-07-02,Peru,Paraguay,3,3,Copa América,0,0,1
1595,2021-07-02,Brazil,Chile,1,0,Copa América,1,1,0
1596,2021-07-03,Czech Republic,Denmark,1,2,UEFA Euro,-1,0,1
1597,2021-07-03,Ukraine,England,0,4,UEFA Euro,-4,0,1
1598,2021-07-03,Mexico,Nigeria,4,0,Friendly,4,1,0
1600,2021-07-03,Argentina,Ecuador,3,0,Copa América,3,1,0
1601,2021-07-04,Qatar,El Salvador,1,0,Friendly,1,1,0
1602,2021-07-05,Brazil,Peru,1,0,Copa América,1,1,0
1603,2021-07-06,Argentina,Colombia,1,1,Copa América,0,0,1
1604,2021-07-06,Italy,Spain,1,1,UEFA Euro,0,0,1
1605,2021-07-07,England,Denmark,2,1,UEFA Euro,1,1,0
1606,2021-07-09,Peru,Colombia,2,3,Copa América,-1,0,1
1607,2021-07-10,Brazil,Argentina,0,1,Copa América,-1,0,1
1608,2021-07-11,England,Italy,1,1,UEFA Euro,0,0,1
1610,2021-08-22,Niger,Sudan,2,1,Friendly,1,1,0
1611,2021-08-26,Sudan,Niger,3,0,Friendly,3,1,0
1613,2021-08-29,Ethiopia,Uganda,2,1,Friendly,1,1,0
1614,2021-09-01,Bahrain,Haiti,6,1,Friendly,5,1,0
1615,2021-09-01,Comoros,Seychelles,7,1,Friendly,6,1,0
1617,2021-09-01,Qatar,Serbia,0,4,Friendly,-4,0,1
1618,2021-09-01,Switzerland,Greece,2,1,Friendly,1,1,0
1619,2021-09-01,Central African Republic,Cape Verde,1,1,FIFA World Cup qualification,0,0,1
1620,2021-09-01,Mali,Rwanda,1,0,FIFA World Cup qualification,1,1,0
1621,2021-09-01,Egypt,Angola,1,0,FIFA World Cup qualification,1,1,0
1622,2021-09-01,Libya,Gabon,2,1,FIFA World Cup qualification,1,1,0
1623,2021-09-01,Senegal,Togo,2,0,FIFA World Cup qualification,2,1,0
1624,2021-09-01,Guinea-Bissau,Guinea,1,1,FIFA World Cup qualification,0,0,1
1625,2021-09-01,Portugal,Republic of Ireland,2,1,FIFA World Cup qualification,1,1,0
1626,2021-09-01,Luxembourg,Azerbaijan,2,1,FIFA World Cup qualification,1,1,0
1627,2021-09-01,Kazakhstan,Ukraine,2,2,FIFA World Cup qualification,0,0,1
1628,2021-09-01,France,Bosnia and Herzegovina,1,1,FIFA World Cup qualification,0,0,1
1629,2021-09-01,Faroe Islands,Israel,0,4,FIFA World Cup qualification,-4,0,1
1630,2021-09-01,Denmark,Scotland,2,0,FIFA World Cup qualification,2,1,0
1631,2021-09-01,Moldova,Austria,0,2,FIFA World Cup qualification,-2,0,1
1632,2021-09-01,Norway,Netherlands,1,1,FIFA World Cup qualification,0,0,1
1633,2021-09-01,Latvia,Gibraltar,3,1,FIFA World Cup qualification,2,1,0
1634,2021-09-01,Turkey,Montenegro,2,2,FIFA World Cup qualification,0,0,1
1635,2021-09-01,Malta,Cyprus,3,0,FIFA World Cup qualification,3,1,0
1636,2021-09-01,Slovenia,Slovakia,1,1,FIFA World Cup qualification,0,0,1
1638,2021-09-02,Nepal,India,1,1,Friendly,0,0,1
1639,2021-09-02,Niger,Burkina Faso,0,2,FIFA World Cup qualification,-2,0,1
1640,2021-09-02,Algeria,Djibouti,8,0,FIFA World Cup qualification,8,1,0
1642,2021-09-02,Namibia,Congo,1,1,FIFA World Cup qualification,0,0,1
1643,2021-09-02,Morocco,Sudan,2,0,FIFA World Cup qualification,2,1,0
1644,2021-09-02,DR Congo,Tanzania,1,1,FIFA World Cup qualification,0,0,1
1645,2021-09-02,Madagascar,Benin,0,1,FIFA World Cup qualification,-1,0,1
1647,2021-09-02,Iran,Syria,1,0,FIFA World Cup qualification,1,1,0
1649,2021-09-02,Japan,Oman,0,1,FIFA World Cup qualification,-1,0,1
1650,2021-09-02,Australia,China PR,3,0,FIFA World Cup qualification,3,1,0
1651,2021-09-02,Saudi Arabia,Vietnam,3,1,FIFA World Cup qualification,2,1,0
1652,2021-09-02,Georgia,Kosovo,0,1,FIFA World Cup qualification,-1,0,1
1653,2021-09-02,Sweden,Spain,2,1,FIFA World Cup qualification,1,1,0
1654,2021-09-02,Italy,Bulgaria,1,1,FIFA World Cup qualification,0,0,1
1655,2021-09-02,Lithuania,Northern Ireland,1,4,FIFA World Cup qualification,-3,0,1
1656,2021-09-02,Czech Republic,Belarus,1,0,FIFA World Cup qualification,1,1,0
1657,2021-09-02,Estonia,Belgium,2,5,FIFA World Cup qualification,-3,0,1
1658,2021-09-02,Andorra,San Marino,2,0,FIFA World Cup qualification,2,1,0
1659,2021-09-02,Hungary,England,0,4,FIFA World Cup qualification,-4,0,1
1660,2021-09-02,Poland,Albania,4,1,FIFA World Cup qualification,3,1,0
1661,2021-09-02,Iceland,Romania,0,2,FIFA World Cup qualification,-2,0,1
1662,2021-09-02,Liechtenstein,Germany,0,2,FIFA World Cup qualification,-2,0,1
1664,2021-09-02,Bolivia,Colombia,1,1,FIFA World Cup qualification,0,0,1
1665,2021-09-02,Ecuador,Paraguay,2,0,FIFA World Cup qualification,2,1,0
1666,2021-09-02,Peru,Uruguay,1,1,FIFA World Cup qualification,0,0,1
1667,2021-09-02,Venezuela,Argentina,1,3,FIFA World Cup qualification,-2,0,1
1668,2021-09-02,Chile,Brazil,0,1,FIFA World Cup qualification,-1,0,1
1669,2021-09-02,Canada,Honduras,1,1,FIFA World Cup qualification,0,0,1
1672,2021-09-02,Mexico,Jamaica,2,1,FIFA World Cup qualification,1,1,0
1673,2021-09-03,Mauritania,Zambia,1,2,FIFA World Cup qualification,-1,0,1
1674,2021-09-03,Tunisia,Equatorial Guinea,3,0,FIFA World Cup qualification,3,1,0
1675,2021-09-03,Nigeria,Liberia,2,0,FIFA World Cup qualification,2,1,0
1677,2021-09-03,Cameroon,Malawi,2,0,FIFA World Cup qualification,2,1,0
1679,2021-09-03,Ghana,Ethiopia,1,0,FIFA World Cup qualification,1,1,0
1680,2021-09-04,Bosnia and Herzegovina,Kuwait,1,0,Friendly,1,1,0
1681,2021-09-04,Burundi,Seychelles,8,1,Friendly,7,1,0
1682,2021-09-04,Haiti,Jordan,2,0,Friendly,2,1,0
1683,2021-09-04,Qatar,Portugal,1,3,Friendly,-2,0,1
1684,2021-09-04,Republic of Ireland,Azerbaijan,1,1,FIFA World Cup qualification,0,0,1
1685,2021-09-04,Serbia,Luxembourg,4,1,FIFA World Cup qualification,3,1,0
1686,2021-09-04,Finland,Kazakhstan,1,0,FIFA World Cup qualification,1,1,0
1687,2021-09-04,Ukraine,France,1,1,FIFA World Cup qualification,0,0,1
1688,2021-09-04,Faroe Islands,Denmark,0,1,FIFA World Cup qualification,-1,0,1
1689,2021-09-04,Scotland,Moldova,1,0,FIFA World Cup qualification,1,1,0
1690,2021-09-04,Israel,Austria,5,2,FIFA World Cup qualification,3,1,0
1691,2021-09-04,Latvia,Norway,0,2,FIFA World Cup qualification,-2,0,1
1692,2021-09-04,Gibraltar,Turkey,0,3,FIFA World Cup qualification,-3,0,1
1693,2021-09-04,Netherlands,Montenegro,4,0,FIFA World Cup qualification,4,1,0
1694,2021-09-04,Slovenia,Malta,1,0,FIFA World Cup qualification,1,1,0
1695,2021-09-04,Cyprus,Russia,0,2,FIFA World Cup qualification,-2,0,1
1696,2021-09-04,Slovakia,Croatia,0,1,FIFA World Cup qualification,-1,0,1
1697,2021-09-05,Estonia,Northern Ireland,0,1,Friendly,-1,0,1
1698,2021-09-05,Nepal,India,1,2,Friendly,-1,0,1
1699,2021-09-05,Sweden,Uzbekistan,2,1,Friendly,1,1,0
1700,2021-09-05,Rwanda,Kenya,1,1,FIFA World Cup qualification,0,0,1
1701,2021-09-05,Gabon,Egypt,1,1,FIFA World Cup qualification,0,0,1
1702,2021-09-05,Togo,Namibia,0,1,FIFA World Cup qualification,-1,0,1
1703,2021-09-05,Kosovo,Greece,1,1,FIFA World Cup qualification,0,0,1
1704,2021-09-05,Spain,Georgia,4,0,FIFA World Cup qualification,4,1,0
1705,2021-09-05,Bulgaria,Lithuania,1,0,FIFA World Cup qualification,1,1,0
1707,2021-09-05,Belarus,Wales,2,3,FIFA World Cup qualification,-1,0,1
1708,2021-09-05,Belgium,Czech Republic,3,0,FIFA World Cup qualification,3,1,0
1709,2021-09-05,England,Andorra,4,0,FIFA World Cup qualification,4,1,0
1710,2021-09-05,Albania,Hungary,1,0,FIFA World Cup qualification,1,1,0
1711,2021-09-05,San Marino,Poland,1,7,FIFA World Cup qualification,-6,0,1
1712,2021-09-05,Iceland,North Macedonia,2,2,FIFA World Cup qualification,0,0,1
1713,2021-09-05,Germany,Armenia,6,0,FIFA World Cup qualification,6,1,0
1714,2021-09-05,Romania,Liechtenstein,2,0,FIFA World Cup qualification,2,1,0
1716,2021-09-05,Paraguay,Colombia,1,1,FIFA World Cup qualification,0,0,1
1717,2021-09-05,Uruguay,Bolivia,4,2,FIFA World Cup qualification,2,1,0
1718,2021-09-05,Peru,Venezuela,1,0,FIFA World Cup qualification,1,1,0
1719,2021-09-05,Costa Rica,Mexico,0,1,FIFA World Cup qualification,-1,0,1
1721,2021-09-05,Jamaica,Panama,0,3,FIFA World Cup qualification,-3,0,1
1722,2021-09-05,United States,Canada,1,1,FIFA World Cup qualification,0,0,1
1723,2021-09-06,Djibouti,Niger,2,4,FIFA World Cup qualification,-2,0,1
1724,2021-09-06,Liberia,Central African Republic,1,0,FIFA World Cup qualification,1,1,0
1725,2021-09-06,Ivory Coast,Cameroon,2,1,FIFA World Cup qualification,1,1,0
1727,2021-09-06,South Africa,Ghana,1,0,FIFA World Cup qualification,1,1,0
1728,2021-09-06,Benin,DR Congo,1,1,FIFA World Cup qualification,0,0,1
1729,2021-09-07,Bahrain,Jordan,1,2,Friendly,-1,0,1
1730,2021-09-07,Comoros,Burundi,1,0,Friendly,1,1,0
1731,2021-09-07,Luxembourg,Qatar,1,1,Friendly,0,0,1
1732,2021-09-07,Burkina Faso,Algeria,1,1,FIFA World Cup qualification,0,0,1
1733,2021-09-07,Zambia,Tunisia,0,2,FIFA World Cup qualification,-2,0,1
1734,2021-09-07,Equatorial Guinea,Mauritania,1,0,FIFA World Cup qualification,1,1,0
1735,2021-09-07,Cape Verde,Nigeria,1,2,FIFA World Cup qualification,-1,0,1
1736,2021-09-07,Malawi,Mozambique,1,0,FIFA World Cup qualification,1,1,0
1737,2021-09-07,Angola,Libya,0,1,FIFA World Cup qualification,-1,0,1
1738,2021-09-07,Ethiopia,Zimbabwe,1,0,FIFA World Cup qualification,1,1,0
1739,2021-09-07,Congo,Senegal,1,3,FIFA World Cup qualification,-2,0,1
1740,2021-09-07,Sudan,Guinea-Bissau,2,4,FIFA World Cup qualification,-2,0,1
1741,2021-09-07,Tanzania,Madagascar,3,2,FIFA World Cup qualification,1,1,0
1742,2021-09-07,Syria,United Arab Emirates,1,1,FIFA World Cup qualification,0,0,1
1743,2021-09-07,South Korea,Lebanon,1,0,FIFA World Cup qualification,1,1,0
1744,2021-09-07,Iraq,Iran,0,3,FIFA World Cup qualification,-3,0,1
1745,2021-09-07,China PR,Japan,0,1,FIFA World Cup qualification,-1,0,1
1746,2021-09-07,Vietnam,Australia,0,1,FIFA World Cup qualification,-1,0,1
1747,2021-09-07,Oman,Saudi Arabia,0,1,FIFA World Cup qualification,-1,0,1
1748,2021-09-07,Republic of Ireland,Serbia,1,1,FIFA World Cup qualification,0,0,1
1749,2021-09-07,Azerbaijan,Portugal,0,3,FIFA World Cup qualification,-3,0,1
1750,2021-09-07,Bosnia and Herzegovina,Kazakhstan,2,2,FIFA World Cup qualification,0,0,1
1751,2021-09-07,France,Finland,2,0,FIFA World Cup qualification,2,1,0
1752,2021-09-07,Faroe Islands,Moldova,2,1,FIFA World Cup qualification,1,1,0
1753,2021-09-07,Austria,Scotland,0,1,FIFA World Cup qualification,-1,0,1
1754,2021-09-07,Denmark,Israel,5,0,FIFA World Cup qualification,5,1,0
1756,2021-09-07,Netherlands,Turkey,6,1,FIFA World Cup qualification,5,1,0
1757,2021-09-07,Norway,Gibraltar,5,1,FIFA World Cup qualification,4,1,0
1758,2021-09-07,Croatia,Slovenia,3,0,FIFA World Cup qualification,3,1,0
1759,2021-09-07,Slovakia,Cyprus,2,0,FIFA World Cup qualification,2,1,0
1760,2021-09-07,Russia,Malta,2,0,FIFA World Cup qualification,2,1,0
1761,2021-09-08,Bulgaria,Georgia,4,1,Friendly,3,1,0
1762,2021-09-08,Czech Republic,Ukraine,1,1,Friendly,0,0,1
1763,2021-09-08,Guatemala,Nicaragua,2,2,Friendly,0,0,1
1764,2021-09-08,Kosovo,Spain,0,2,FIFA World Cup qualification,-2,0,1
1765,2021-09-08,Greece,Sweden,2,1,FIFA World Cup qualification,1,1,0
1767,2021-09-08,Italy,Lithuania,5,0,FIFA World Cup qualification,5,1,0
1769,2021-09-08,Belarus,Belgium,0,1,FIFA World Cup qualification,-1,0,1
1770,2021-09-08,Albania,San Marino,5,0,FIFA World Cup qualification,5,1,0
1771,2021-09-08,Hungary,Andorra,2,1,FIFA World Cup qualification,1,1,0
1772,2021-09-08,Poland,England,1,1,FIFA World Cup qualification,0,0,1
1773,2021-09-08,Iceland,Germany,0,4,FIFA World Cup qualification,-4,0,1
1774,2021-09-08,Armenia,Liechtenstein,1,1,FIFA World Cup qualification,0,0,1
1776,2021-09-08,Costa Rica,Jamaica,1,1,FIFA World Cup qualification,0,0,1
1777,2021-09-08,Panama,Mexico,1,1,FIFA World Cup qualification,0,0,1
1778,2021-09-08,Canada,El Salvador,3,0,FIFA World Cup qualification,3,1,0
1779,2021-09-08,Honduras,United States,1,4,FIFA World Cup qualification,-3,0,1
1780,2021-09-09,Colombia,Chile,3,1,FIFA World Cup qualification,2,1,0
1781,2021-09-09,Paraguay,Venezuela,2,1,FIFA World Cup qualification,1,1,0
1782,2021-09-09,Uruguay,Ecuador,1,0,FIFA World Cup qualification,1,1,0
1783,2021-09-09,Argentina,Bolivia,3,0,FIFA World Cup qualification,3,1,0
1784,2021-09-09,Brazil,Peru,2,0,FIFA World Cup qualification,2,1,0
1785,2021-09-24,El Salvador,Guatemala,0,2,Friendly,-2,0,1
1786,2021-09-30,Egypt,Liberia,2,0,Friendly,2,1,0
1787,2021-10-06,Sudan,Guinea,1,1,FIFA World Cup qualification,0,0,1
1788,2021-10-06,Morocco,Guinea-Bissau,5,0,FIFA World Cup qualification,5,1,0
1789,2021-10-06,Bahrain,Curaçao,4,0,Friendly,4,1,0
1790,2021-10-06,Jordan,Malaysia,4,0,Friendly,4,1,0
1791,2021-10-06,Sierra Leone,South Sudan,1,1,Friendly,0,0,1
1792,2021-10-06,Italy,Spain,1,2,UEFA Nations League,-1,0,1
1794,2021-10-07,South Korea,Syria,2,1,FIFA World Cup qualification,1,1,0
1795,2021-10-07,United Arab Emirates,Iran,0,1,FIFA World Cup qualification,-1,0,1
1796,2021-10-07,Saudi Arabia,Japan,1,0,FIFA World Cup qualification,1,1,0
1797,2021-10-07,China PR,Vietnam,3,2,FIFA World Cup qualification,1,1,0
1798,2021-10-07,Australia,Oman,3,1,FIFA World Cup qualification,2,1,0
1800,2021-10-07,United States,Jamaica,2,0,FIFA World Cup qualification,2,1,0
1801,2021-10-07,El Salvador,Panama,1,0,FIFA World Cup qualification,1,1,0
1802,2021-10-07,Mexico,Canada,1,1,FIFA World Cup qualification,0,0,1
1803,2021-10-07,Equatorial Guinea,Zambia,2,0,FIFA World Cup qualification,2,1,0
1804,2021-10-07,Tunisia,Mauritania,3,0,FIFA World Cup qualification,3,1,0
1805,2021-10-07,Liberia,Cape Verde,1,2,FIFA World Cup qualification,-1,0,1
1806,2021-10-07,Nigeria,Central African Republic,0,1,FIFA World Cup qualification,-1,0,1
1807,2021-10-07,Rwanda,Uganda,0,1,FIFA World Cup qualification,-1,0,1
1808,2021-10-07,Mali,Kenya,5,0,FIFA World Cup qualification,5,1,0
1809,2021-10-07,DR Congo,Madagascar,2,0,FIFA World Cup qualification,2,1,0
1810,2021-10-07,Tanzania,Benin,0,1,FIFA World Cup qualification,-1,0,1
1811,2021-10-07,Ecuador,Bolivia,3,0,FIFA World Cup qualification,3,1,0
1812,2021-10-07,Venezuela,Brazil,1,3,FIFA World Cup qualification,-2,0,1
1814,2021-10-07,Peru,Chile,2,0,FIFA World Cup qualification,2,1,0
1816,2021-10-07,Indonesia,Taiwan,2,1,AFC Asian Cup qualification,1,1,0
1817,2021-10-07,Belgium,France,2,3,UEFA Nations League,-1,0,1
1818,2021-10-08,Czech Republic,Wales,2,2,FIFA World Cup qualification,0,0,1
1819,2021-10-08,Estonia,Belarus,2,0,FIFA World Cup qualification,2,1,0
1820,2021-10-08,Gibraltar,Montenegro,0,3,FIFA World Cup qualification,-3,0,1
1821,2021-10-08,Latvia,Netherlands,0,1,FIFA World Cup qualification,-1,0,1
1822,2021-10-08,Turkey,Norway,1,1,FIFA World Cup qualification,0,0,1
1823,2021-10-08,Malta,Slovenia,0,4,FIFA World Cup qualification,-4,0,1
1824,2021-10-08,Cyprus,Croatia,0,3,FIFA World Cup qualification,-3,0,1
1825,2021-10-08,Russia,Slovakia,1,0,FIFA World Cup qualification,1,1,0
1826,2021-10-08,Iceland,Armenia,1,1,FIFA World Cup qualification,0,0,1
1827,2021-10-08,Germany,Romania,2,1,FIFA World Cup qualification,1,1,0
1828,2021-10-08,Liechtenstein,North Macedonia,0,4,FIFA World Cup qualification,-4,0,1
1829,2021-10-08,Algeria,Niger,6,1,FIFA World Cup qualification,5,1,0
1830,2021-10-08,Djibouti,Burkina Faso,0,4,FIFA World Cup qualification,-4,0,1
1831,2021-10-08,Malawi,Ivory Coast,0,3,FIFA World Cup qualification,-3,0,1
1832,2021-10-08,Cameroon,Mozambique,3,1,FIFA World Cup qualification,2,1,0
1833,2021-10-08,Angola,Gabon,3,1,FIFA World Cup qualification,2,1,0
1834,2021-10-08,Egypt,Libya,1,0,FIFA World Cup qualification,1,1,0
1835,2021-10-09,Azerbaijan,Republic of Ireland,0,3,FIFA World Cup qualification,-3,0,1
1836,2021-10-09,Luxembourg,Serbia,0,1,FIFA World Cup qualification,-1,0,1
1837,2021-10-09,Sweden,Kosovo,3,0,FIFA World Cup qualification,3,1,0
1838,2021-10-09,Georgia,Greece,0,2,FIFA World Cup qualification,-2,0,1
1839,2021-10-09,Lithuania,Bulgaria,3,1,FIFA World Cup qualification,2,1,0
1840,2021-10-09,Switzerland,Northern Ireland,2,0,FIFA World Cup qualification,2,1,0
1841,2021-10-09,Finland,Ukraine,1,2,FIFA World Cup qualification,-1,0,1
1842,2021-10-09,Kazakhstan,Bosnia and Herzegovina,0,2,FIFA World Cup qualification,-2,0,1
1843,2021-10-09,Scotland,Israel,3,2,FIFA World Cup qualification,1,1,0
1844,2021-10-09,Faroe Islands,Austria,0,2,FIFA World Cup qualification,-2,0,1
1845,2021-10-09,Moldova,Denmark,0,4,FIFA World Cup qualification,-4,0,1
1846,2021-10-09,Andorra,England,0,5,FIFA World Cup qualification,-5,0,1
1847,2021-10-09,Hungary,Albania,0,1,FIFA World Cup qualification,-1,0,1
1848,2021-10-09,Poland,San Marino,5,0,FIFA World Cup qualification,5,1,0
1849,2021-10-09,Ethiopia,South Africa,1,3,FIFA World Cup qualification,-2,0,1
1850,2021-10-09,Ghana,Zimbabwe,3,1,FIFA World Cup qualification,2,1,0
1851,2021-10-09,Togo,Congo,1,1,FIFA World Cup qualification,0,0,1
1852,2021-10-09,Senegal,Namibia,4,1,FIFA World Cup qualification,3,1,0
1853,2021-10-09,Guinea,Sudan,2,2,FIFA World Cup qualification,0,0,1
1854,2021-10-09,Curaçao,New Zealand,1,2,Friendly,-1,0,1
1855,2021-10-09,Gambia,Sierra Leone,1,2,Friendly,-1,0,1
1856,2021-10-09,Portugal,Qatar,3,0,Friendly,3,1,0
1857,2021-10-09,Uzbekistan,Malaysia,5,1,Friendly,4,1,0
1858,2021-10-09,Guam,Cambodia,0,1,AFC Asian Cup qualification,-1,0,1
1859,2021-10-09,Morocco,Guinea-Bissau,3,0,FIFA World Cup qualification,3,1,0
1860,2021-10-10,Costa Rica,El Salvador,2,1,FIFA World Cup qualification,1,1,0
1862,2021-10-10,Panama,United States,1,0,FIFA World Cup qualification,1,1,0
1863,2021-10-10,Mexico,Honduras,3,0,FIFA World Cup qualification,3,1,0
1864,2021-10-10,Zambia,Equatorial Guinea,1,1,FIFA World Cup qualification,0,0,1
1866,2021-10-10,Central African Republic,Nigeria,0,2,FIFA World Cup qualification,-2,0,1
1867,2021-10-10,Cape Verde,Liberia,1,0,FIFA World Cup qualification,1,1,0
1868,2021-10-10,Kenya,Mali,0,1,FIFA World Cup qualification,-1,0,1
1869,2021-10-10,Uganda,Rwanda,1,0,FIFA World Cup qualification,1,1,0
1870,2021-10-10,Benin,Tanzania,0,1,FIFA World Cup qualification,-1,0,1
1871,2021-10-10,Madagascar,DR Congo,1,0,FIFA World Cup qualification,1,1,0
1872,2021-10-10,Bolivia,Peru,1,0,FIFA World Cup qualification,1,1,0
1874,2021-10-10,Venezuela,Ecuador,2,1,FIFA World Cup qualification,1,1,0
1875,2021-10-10,Argentina,Uruguay,3,0,FIFA World Cup qualification,3,1,0
1876,2021-10-10,Chile,Paraguay,2,0,FIFA World Cup qualification,2,1,0
1877,2021-10-10,Italy,Belgium,2,1,UEFA Nations League,1,1,0
1878,2021-10-10,Spain,France,1,2,UEFA Nations League,-1,0,1
1879,2021-10-11,Belarus,Czech Republic,0,2,FIFA World Cup qualification,-2,0,1
1880,2021-10-11,Estonia,Wales,0,1,FIFA World Cup qualification,-1,0,1
1881,2021-10-11,Netherlands,Gibraltar,6,0,FIFA World Cup qualification,6,1,0
1882,2021-10-11,Norway,Montenegro,2,0,FIFA World Cup qualification,2,1,0
1883,2021-10-11,Latvia,Turkey,1,2,FIFA World Cup qualification,-1,0,1
1884,2021-10-11,Cyprus,Malta,2,2,FIFA World Cup qualification,0,0,1
1885,2021-10-11,Croatia,Slovakia,2,2,FIFA World Cup qualification,0,0,1
1886,2021-10-11,Slovenia,Russia,1,2,FIFA World Cup qualification,-1,0,1
1887,2021-10-11,Iceland,Liechtenstein,4,0,FIFA World Cup qualification,4,1,0
1888,2021-10-11,North Macedonia,Germany,0,4,FIFA World Cup qualification,-4,0,1
1889,2021-10-11,Romania,Armenia,1,0,FIFA World Cup qualification,1,1,0
1890,2021-10-11,Burkina Faso,Djibouti,2,0,FIFA World Cup qualification,2,1,0
1891,2021-10-11,Mozambique,Cameroon,0,1,FIFA World Cup qualification,-1,0,1
1892,2021-10-11,Ivory Coast,Malawi,2,1,FIFA World Cup qualification,1,1,0
1893,2021-10-11,Gabon,Angola,2,0,FIFA World Cup qualification,2,1,0
1894,2021-10-11,Libya,Egypt,0,3,FIFA World Cup qualification,-3,0,1
1895,2021-10-11,Taiwan,Indonesia,0,3,AFC Asian Cup qualification,-3,0,1
1896,2021-10-12,Iran,South Korea,1,1,FIFA World Cup qualification,0,0,1
1897,2021-10-12,Syria,Lebanon,2,3,FIFA World Cup qualification,-1,0,1
1898,2021-10-12,United Arab Emirates,Iraq,2,2,FIFA World Cup qualification,0,0,1
1899,2021-10-12,Japan,Australia,2,1,FIFA World Cup qualification,1,1,0
1900,2021-10-12,Oman,Vietnam,3,1,FIFA World Cup qualification,2,1,0
